OID_,Site_1,ZONE_CODE,COUNT,AREA,Variable,Dimensions,StdTime,StdTime_Max,MEAN,Population,OBJECTID,Id,gridcode,Site,OBJECTID_1,FID_Yukon_spawning_sites,Site_12,Latitude,Longitude,FID_YRC_CU,OBJECTID_12,WATERSHED_,SUB_SUB_DR,MAJOR_DRAI,MAJOR_DR_1,SUB_DRAINA,SUB_DRAI_1,SUB_SUB__1,SUB_SUB__2,GEOMETRY_A,GEOMETRY_L,Shape_Leng,Shape_Length,Shape_Area,Drainage_area,Mean_elev,Isolated,Sporadic,Extensive_disc,Continuous,Prod_level
2732,McNeilR,86,1086.000000000000000,1086.000000000000000,swe,StdTime,2012-01-01 0:00:00,2013-01-01 0:00:00,241.062154668031468,Teslin,86,286,81,McNeilR,26,81,McNeilR,61.163580000000003,-132.287080000000003,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,224698.883748669613851,1064301033.354969859123230,1064301033.354969859123230,1351.907646687589931,0.000000000000000,60578100.000000000000000,974755800.000000000000000,28945800.000000000000000,minor
2733,MendenhallR,87,1192.000000000000000,1192.000000000000000,swe,StdTime,2012-01-01 0:00:00,2013-01-01 0:00:00,245.564714764588615,Upper Lakes and Mainstem,87,287,82,MendenhallR,17,82,MendenhallR,60.755870000000002,-136.043149999999997,4,25,69,09AC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Upper Lakes and Mainstem,Eaux d'amont du Yukon,Takhini,Takhini,8298916147.529999732971191,537860.234718000050634,537860.234718000050634,244707.548744456144050,1182376375.988016605377197,1182376375.988016605377197,1054.451865760320061,0.000000000000000,824506200.000000000000000,261899100.000000000000000,95930100.000000000000000,minor
2734,ScurvyCr,88,129.000000000000000,129.000000000000000,swe,StdTime,2012-01-01 0:00:00,2013-01-01 0:00:00,138.098915218382984,Carmacks,88,288,37,ScurvyCr,29,37,ScurvyCr,61.215190000000000,-133.241219999999998,7,0,0, , , ,Carmacks, , , ,0.000000000000000,0.000000000000000,0.000000000000000,62609.953335900740058,127105661.886720433831215,127105661.886720433831215,1465.817725431579902,0.000000000000000,9910800.000000000000000,79893000.000000000000000,37293300.000000000000000,minor
2735,Hundred-MileCr,89,560.000000000000000,560.000000000000000,swe,StdTime,2012-01-01 0:00:00,2013-01-01 0:00:00,137.911750085013239,Teslin,89,293,72,Hundred-MileCr,25,72,Hundred-MileCr,61.053669999999997,-132.930260000000004,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,163626.275523429416353,561654292.061644077301025,561654292.061644077301025,1037.229657845749898,0.000000000000000,527130000.000000000000000,34401600.000000000000000,117000.000000000000000,minor
2736,MichieCr,90,793.000000000000000,793.000000000000000,swe,StdTime,2012-01-01 0:00:00,2013-01-01 0:00:00,133.622270062171253,Upper Lakes and Mainstem,90,295,83,MichieCr,15,83,MichieCr,60.673960000000001,-134.472739999999988,4,25,69,09AC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Upper Lakes and Mainstem,Eaux d'amont du Yukon,Takhini,Takhini,8298916147.529999732971191,537860.234718000050634,537860.234718000050634,231343.922657735878602,791616156.703610658645630,791616156.703610658645630,1075.619671138719923,0.000000000000000,632835900.000000000000000,135547200.000000000000000,23265900.000000000000000,minor
2737,FlatCr,91,124.000000000000000,124.000000000000000,swe,StdTime,2012-01-01 0:00:00,2013-01-01 0:00:00,168.865645008702472,Upper Lakes and Mainstem,91,299,69,FlatCr,23,69,FlatCr,60.858379999999997,-135.517590000000013,4,25,69,09AC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Upper Lakes and Mainstem,Eaux d'amont du Yukon,Takhini,Takhini,8298916147.529999732971191,537860.234718000050634,537860.234718000050634,72641.451922350272071,124204161.913082867860794,124204161.913082867860794,1212.899056071280029,0.000000000000000,63794700.000000000000000,45263700.000000000000000,15129900.000000000000000,minor
2738,WolfR,92,4034.000000000000000,4034.000000000000000,swe,StdTime,2012-01-01 0:00:00,2013-01-01 0:00:00,176.468145766704822,Teslin,92,310,98,WolfR,131,98,WolfR,,,,,,,,,,,,,,,,689899.453904795111157,3997616934.947450637817383,3997616934.947450637817383,1150.902241748179904,0.000000000000000,3218466600.000000000000000,600675300.000000000000000,178589700.000000000000000,major
2739,Thirty-MileCr,93,107.000000000000000,107.000000000000000,swe,StdTime,2012-01-01 0:00:00,2013-01-01 0:00:00,119.264579701646440,Teslin,93,321,94,Thirty-MileCr,14,94,Thirty-MileCr,60.668170000000003,-132.857100000000003,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,76676.530082460885751,108232980.241216957569122,108232980.241216957569122,1117.872305640029936,4521600.000000000000000,79922700.000000000000000,22609800.000000000000000,1197900.000000000000000,minor
2740,SmartR,94,717.000000000000000,717.000000000000000,swe,StdTime,2012-01-01 0:00:00,2013-01-01 0:00:00,170.186457358643537,Teslin,94,350,90,SmartR,8,90,SmartR,59.933729999999997,-131.756159999999994,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,152589.632636298105353,710034699.217274427413940,710034699.217274427413940,1281.208048924140030,0.000000000000000,345355200.000000000000000,245697300.000000000000000,118976400.000000000000000,minor
2741,MacmillanR,95,14659.000000000000000,14659.000000000000000,swe,StdTime,2012-01-01 0:00:00,2013-01-01 0:00:00,189.083716475725282,Pelly,95,1,52,MacmillanR,71,52,MacmillanR,62.867339999999999,-135.898689999999988,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,1352894.518448120215908,14055691572.670930862426758,14055691572.670930862426758,1099.182686356909926,0.000000000000000,52680600.000000000000000,13912768800.000000000000000,90142200.000000000000000,minor
2742,JenningsR,96,3743.000000000000000,3743.000000000000000,swe,StdTime,2012-01-01 0:00:00,2013-01-01 0:00:00,286.682318888976795,Teslin,96,1,74,JenningsR,4,74,JenningsR,59.665889999999997,-132.141289999999998,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,505845.799183582712431,3763998917.951196670532227,3763998917.951196670532227,1305.574973673850081,9593100.000000000000000,2165235300.000000000000000,1133067600.000000000000000,456114600.000000000000000,minor
2743,OtterCr(Pel),97,1097.000000000000000,1097.000000000000000,swe,StdTime,2012-01-01 0:00:00,2013-01-01 0:00:00,223.685843301666978,Pelly,97,1,58,OtterCr(Pel),58,58,OtterCr(Pel),62.463880000000003,-131.319700000000012,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,275579.428281467931811,1057716012.218750596046448,1057716012.218750596046448,1110.801605091829970,0.000000000000000,0.000000000000000,1057767300.000000000000000,0.000000000000000,minor
2744,NislingR,98,11739.000000000000000,11739.000000000000000,swe,StdTime,2012-01-01 0:00:00,2013-01-01 0:00:00,82.363548009417428,White Donjek,98,4,33,NislingR,57,33,NislingR,62.462989999999998,-139.481699999999989,3,8,44,09CA,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,White Donjek,Cours supérieur du Yukon,Donjek,Donjek,26540744634.900001525878906,940515.556288999971002,940515.556288999971002,828210.537438047002070,11456657135.101575851440430,11456657135.101575851440430,1150.582546117899938,0.000000000000000,45372600.000000000000000,10250586900.000000000000000,1160729100.000000000000000,major
2745,CoalCr,1,1200.000000000000000,1200.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,276.633416868846098,Lower Mainstem,1,5,3,CoalCr,98,3,CoalCr,64.478579999999994,-140.421050000000008,5,44,18,09ED,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Lower Mainstem,Cours moyen du Yukon,Central Yukon - Tatonduk,Cours moyen du Yukon - Tatonduk,23044564367.099998474121094,962165.123398000025190,962165.123398000025190,215957.776225798763335,1126591776.870468139648438,1126591776.870468139648438,1007.819046418940047,0.000000000000000,217538100.000000000000000,715527000.000000000000000,193551300.000000000000000,minor
2746,SelwynR,2,1059.000000000000000,1059.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,129.044419285933515,Middle Mainstem,2,122,38,SelwynR,67,38,SelwynR,62.803510000000003,-138.284619999999990,0,1,38,09CD,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Middle Mainstem,Cours supérieur du Yukon,Upper Yukon - White,Cours supérieur du Yukon - White,5273477402.329999923706055,457456.671924999973271,457456.671924999973271,163841.384332697285572,1021976637.910903334617615,1021976637.910903334617615,1145.869016961439911,0.000000000000000,0.000000000000000,943431300.000000000000000,78557400.000000000000000,minor
2747,KlottasinCr,3,2489.000000000000000,2489.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,94.515572607301721,White Donjek,3,149,27,KlottasinCr,60,27,KlottasinCr,62.565379999999998,-139.510040000000004,3,8,44,09CA,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,White Donjek,Cours supérieur du Yukon,Donjek,Donjek,26540744634.900001525878906,940515.556288999971002,940515.556288999971002,291710.923419124213979,2397857006.050797939300537,2397857006.050797939300537,989.282439953404946,0.000000000000000,0.000000000000000,2275278300.000000000000000,122579100.000000000000000,minor
2748,TatchunCr,4,1167.000000000000000,1167.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,91.618963050351908,Middle Mainstem,4,150,39,TatchunCr,55,39,TatchunCr,62.285530000000001,-136.325240000000008,0,1,38,09CD,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Middle Mainstem,Cours supérieur du Yukon,Upper Yukon - White,Cours supérieur du Yukon - White,5273477402.329999923706055,457456.671924999973271,457456.671924999973271,198639.457508832856547,1136951494.748538017272949,1136951494.748538017272949,876.889676325487017,0.000000000000000,56700.000000000000000,1136883600.000000000000000,2700.000000000000000,major
2749,TincupCr,5,530.000000000000000,530.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,77.220811253673574,White Donjek,5,176,40,TincupCr,43,40,TincupCr,61.887680000000003,-139.545330000000007,3,8,44,09CA,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,White Donjek,Cours supérieur du Yukon,Donjek,Donjek,26540744634.900001525878906,940515.556288999971002,940515.556288999971002,183250.981390917761018,518003256.834722220897675,518003256.834722220897675,1146.810941729620026,0.000000000000000,0.000000000000000,395514000.000000000000000,122498100.000000000000000,minor
2750,M’ClintockR,6,1694.000000000000000,1694.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,162.789705215688286,Upper Lakes and Mainstem,6,235,79,M’ClintockR,12,79,M’ClintockR,60.558940000000000,-134.489360000000005,4,25,69,09AC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Upper Lakes and Mainstem,Eaux d'amont du Yukon,Takhini,Takhini,8298916147.529999732971191,537860.234718000050634,537860.234718000050634,330218.953414032119326,1680005322.657214403152466,1680005322.657214403152466,1104.416963551489971,0.000000000000000,1218762900.000000000000000,377649000.000000000000000,83602800.000000000000000,minor
2751,NSwiftR,7,290.000000000000000,290.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,155.733069137047039,Teslin,7,238,85,NSwiftR,21,85,NSwiftR,60.810409999999997,-133.857319999999987,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,105722.772713580750860,285323169.668945968151093,285323169.668945968151093,1206.488111616190054,0.000000000000000,137702700.000000000000000,123937200.000000000000000,23643000.000000000000000,minor
2752,RedR,8,1046.000000000000000,1046.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,248.402227529376205,Teslin,8,250,86,RedR,16,86,RedR,60.735909999999997,-132.113570000000010,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,246931.893693022517255,1024226613.349197149276733,1024226613.349197149276733,1106.563140527570113,0.000000000000000,914058000.000000000000000,108170100.000000000000000,2011500.000000000000000,minor
2753,SidneyCr,9,842.000000000000000,842.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,157.005771818183661,Teslin,9,262,89,SidneyCr,18,89,SidneyCr,60.757120000000000,-132.942180000000008,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,181583.940720166807296,833525109.686518669128418,833525109.686518669128418,1223.059975929350003,98451000.000000000000000,423164700.000000000000000,220330800.000000000000000,91575000.000000000000000,minor
2754,SquangaCr,10,815.000000000000000,815.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,178.512355603177269,Teslin,10,264,92,SquangaCr,11,92,SquangaCr,60.541620000000002,-133.430340000000001,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,248331.146868453331990,809904994.474126100540161,809904994.474126100540161,1042.821349181499954,35739000.000000000000000,698270400.000000000000000,69386400.000000000000000,6526800.000000000000000,minor
2755,GladysR,11,2352.000000000000000,2352.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,263.272197943966319,Teslin,11,283,70,GladysR,6,70,GladysR,59.797829999999998,-132.283140000000003,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,434572.385599164874293,2356477333.347676277160645,2356477333.347676277160645,1186.992667141460061,35712000.000000000000000,1617666300.000000000000000,406200600.000000000000000,296881200.000000000000000,minor
2756,KlinkitCr,12,716.000000000000000,716.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,244.094371390742253,Teslin,12,284,75,KlinkitCr,1,75,KlinkitCr,59.428310000000003,-131.358519999999999,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,181949.634061990538612,725191663.361323356628418,725191663.361323356628418,1339.605436994650063,0.000000000000000,391843800.000000000000000,241029000.000000000000000,92274300.000000000000000,minor
2757,McNaughtonCr,13,1044.000000000000000,1044.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,221.814023160386597,Teslin,13,288,80,McNaughtonCr,7,80,McNaughtonCr,59.929920000000003,-131.258180000000010,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,264774.998391650791746,1039750131.759751439094543,1039750131.759751439094543,1367.292438064340104,0.000000000000000,480031200.000000000000000,371037600.000000000000000,188711100.000000000000000,minor
2758,UTeslinR,14,2367.000000000000000,2367.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,378.491601213101887,Teslin,14,292,96,UTeslinR,2,96,UTeslinR,59.484940000000002,-132.099880000000013,6,77,88,09AE,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Teslin,Eaux d'amont du Yukon,Upper Teslin,Cours supérieur de la Teslin,18192294702.900001525878906,939903.446093000005931,939903.446093000005931,334393.239699084893800,2395786832.900381088256836,2395786832.900381088256836,1096.922194838010000,796954500.000000000000000,1076032800.000000000000000,421063200.000000000000000,101682000.000000000000000,minor
2759,Fifteen-MileR,15,1398.000000000000000,1398.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,270.625822599353967,Lower Mainstem,15,1,6,Fifteen-MileR,97,6,Fifteen-MileR,64.283709999999999,-139.814420000000013,5,44,18,09ED,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Lower Mainstem,Cours moyen du Yukon,Central Yukon - Tatonduk,Cours moyen du Yukon - Tatonduk,23044564367.099998474121094,962165.123398000025190,962165.123398000025190,249367.928714449080871,1307276209.022452354431152,1307276209.022452354431152,1079.486340652809986,0.000000000000000,143511300.000000000000000,878468400.000000000000000,285300000.000000000000000,minor
2760,BeaverR,16,5328.000000000000000,5328.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,179.814949224661177,Stewart,16,4,1,BeaverR,92,1,BeaverR,63.958750000000002,-133.893689999999992,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,577270.796424818807282,5003479037.061246871948242,5003479037.061249732971191,1178.413723961700043,0.000000000000000,237833100.000000000000000,3916927800.000000000000000,848777400.000000000000000,minor
2761,ChandinduR,17,1803.000000000000000,1803.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,243.156284008565791,Lower Mainstem,17,6,2,ChandinduR,96,2,ChandinduR,64.252660000000006,-139.715579999999989,5,44,18,09ED,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Lower Mainstem,Cours moyen du Yukon,Central Yukon - Tatonduk,Cours moyen du Yukon - Tatonduk,23044564367.099998474121094,962165.123398000025190,962165.123398000025190,301800.385013708670158,1689781766.633125782012939,1689781766.633125782012939,1065.260426060490090,99900.000000000000000,107922600.000000000000000,1204753500.000000000000000,377018100.000000000000000,minor
2762,NKlondikeR,18,1233.000000000000000,1233.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,215.489051057764442,Lower Mainstem,18,7,12,NKlondikeR,93,12,NKlondikeR,63.962629999999997,-138.688389999999998,5,44,18,09ED,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Lower Mainstem,Cours moyen du Yukon,Central Yukon - Tatonduk,Cours moyen du Yukon - Tatonduk,23044564367.099998474121094,962165.123398000025190,962165.123398000025190,246846.608186280413065,1148196721.447108983993530,1148196721.447108983993530,1198.720116450859905,0.000000000000000,20351700.000000000000000,769858200.000000000000000,357978600.000000000000000,minor
2763,SMcQuestenR,19,1581.000000000000000,1581.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,174.707900156483163,Stewart,19,8,17,SMcQuestenR,90,17,SMcQuestenR,63.844389999999997,-136.302150000000012,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,286451.300721434934530,1487899781.103955507278442,1487899781.103955507278442,944.740575590377944,0.000000000000000,214119900.000000000000000,1227845700.000000000000000,45918900.000000000000000,minor
2764,UStewartR,20,15877.000000000000000,15877.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,166.030023222479485,Stewart,20,11,19,UStewartR,86,19,UStewartR,63.560459999999999,-133.965789999999998,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,1256295.355707476614043,14958708917.845438003540039,14958708917.845438003540039,1214.980338886849950,0.000000000000000,508706100.000000000000000,12243902400.000000000000000,2182320000.000000000000000,minor
2765,RacklaR,21,1936.000000000000000,1936.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,155.988548361565364,Stewart,21,15,16,RacklaR,95,16,RacklaR,64.115799999999993,-134.384119999999996,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,319176.743728009925690,1821069295.289573431015015,1821069295.289570093154907,1198.661014817540035,0.000000000000000,65308500.000000000000000,1431189000.000000000000000,324552600.000000000000000,minor
2766,NMcQuestenR,22,2183.000000000000000,2183.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,212.838529414667846,Stewart,22,16,13,NMcQuestenR,91,13,NMcQuestenR,63.847329999999999,-136.312170000000009,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,360024.163100475736428,2059699417.550010681152344,2059699417.550010681152344,1121.338916872709888,0.000000000000000,282796200.000000000000000,1614371400.000000000000000,162567900.000000000000000,minor
2767,MayoR,23,2816.000000000000000,2816.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,176.370262817903068,Stewart,23,23,10,MayoR,88,10,MayoR,63.586419999999997,-135.916650000000004,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,436892.178166087134741,2669926310.550635337829590,2669926310.550635337829590,1033.276399222580039,0.000000000000000,282105000.000000000000000,2286638100.000000000000000,101156400.000000000000000,minor
2768,PleasantCr,24,1726.000000000000000,1726.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,130.904287375829114,Stewart,24,30,15,PleasantCr,82,15,PleasantCr,63.519039999999997,-133.911049999999989,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,348151.938783386081923,1636933310.099194526672363,1636933310.099194526672363,1020.203303988379957,0.000000000000000,1773000.000000000000000,1630857600.000000000000000,4278600.000000000000000,minor
2769,JanetCr,25,357.000000000000000,357.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,152.999524028361407,Stewart,25,33,8,JanetCr,89,8,JanetCr,63.618540000000003,-135.478250000000003,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,138095.770443241752218,337291372.290722489356995,337291372.290722489356995,907.836000427382032,0.000000000000000,34820100.000000000000000,301625100.000000000000000,803700.000000000000000,minor
2770,WatsonCr,26,144.000000000000000,144.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,150.737430254618204,Stewart,26,35,20,WatsonCr,83,20,WatsonCr,63.535739999999997,-135.154010000000000,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,66858.195466965349624,142213921.444679290056229,142213921.444679290056229,916.505192088732997,0.000000000000000,23328900.000000000000000,118765800.000000000000000,126900.000000000000000,minor
2771,McQuestenR,27,5095.000000000000000,5095.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,193.155837046854629,Stewart,27,36,11,McQuestenR,85,11,McQuestenR,63.553849999999997,-137.442550000000011,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,548807.485683294129558,4812354647.644128799438477,4812354647.644128799438477,1017.492904539260053,0.000000000000000,586290600.000000000000000,3991181400.000000000000000,234846000.000000000000000,major
2772,CrookedCr,28,1362.000000000000000,1362.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,187.395227429450387,Stewart,28,47,4,CrookedCr,80,4,CrookedCr,63.380270000000003,-136.689500000000010,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,259129.013299601152539,1301734024.667881488800049,1301734024.667881488800049,902.442208855121976,0.000000000000000,30599100.000000000000000,1254643200.000000000000000,16457400.000000000000000,minor
2773,EmeraldCr,29,753.000000000000000,753.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,197.754462131940983,Stewart,29,52,5,EmeraldCr,81,5,EmeraldCr,63.380319999999998,-131.802740000000000,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,168898.138633485737955,707029714.836699962615967,707029714.836699962615967,1334.234263487109956,0.000000000000000,0.000000000000000,687438000.000000000000000,19579500.000000000000000,minor
2774,BigKalzasR,30,1984.000000000000000,1984.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,173.324364777534214,Pelly,30,53,44,BigKalzasR,73,44,BigKalzasR,62.892280000000000,-135.485000000000014,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,337643.567187811248004,1901553419.841022729873657,1901553419.841022729873657,1050.344939511910070,0.000000000000000,41280300.000000000000000,1805990400.000000000000000,54275400.000000000000000,minor
2775,MooseR,31,1144.000000000000000,1144.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,127.479982582839156,Pelly,31,55,55,MooseR,74,55,MooseR,62.991849999999999,-134.731030000000004,2,4,50,09BC,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Pelly,Pelly,Lower Pelly,Cours inférieur de la Pelly,18019744230.500000000000000,1069626.275549999903888,1069626.275549999903888,265400.040938744146843,1093811604.392079114913940,1093811604.392079114913940,976.945710266749984,0.000000000000000,6669900.000000000000000,1086943500.000000000000000,212400.000000000000000,minor
2776,OllieCr,32,1324.000000000000000,1324.000000000000000,swe,StdTime,2013-01-01 0:00:00,2014-01-01 0:00:00,230.746223276835508,Stewart,32,56,14,OllieCr,79,14,OllieCr,63.306179999999998,-131.286180000000002,1,2,41,09DB,Yukon River Drainage Area,Aire de drainage du fleuve Yukon,Stewart,Stewart,Beaver (Y.T.),Beaver (Yn),14017803994.700000762939453,824898.485918999998830,824898.485918999998830,254023.283903897012351,1269012285.215501308441162,1269012285.215501308441162,1319.872053918189977,0.000000000000000,0.000000000000000,1262979000.000000000000000,6029100.000000000000000,minor
