"","date","meansst","Ecosystem_sub"
"9957",1998-08-19,6.81,"Northern Bering Sea"
"9958",1998-08-19,8.79,"Southeastern Bering Sea"
"9959",1998-08-20,6.79,"Northern Bering Sea"
"9960",1998-08-20,8.8,"Southeastern Bering Sea"
"9961",1998-08-21,6.88,"Northern Bering Sea"
"9962",1998-08-21,8.63,"Southeastern Bering Sea"
"9963",1998-08-22,6.88,"Northern Bering Sea"
"9964",1998-08-22,8.53,"Southeastern Bering Sea"
"9965",1998-08-23,6.84,"Northern Bering Sea"
"9966",1998-08-23,8.44,"Southeastern Bering Sea"
"9967",1998-08-24,6.74,"Northern Bering Sea"
"9968",1998-08-24,8.27,"Southeastern Bering Sea"
"9969",1998-08-25,6.55,"Northern Bering Sea"
"9970",1998-08-25,8.14,"Southeastern Bering Sea"
"9971",1998-08-26,6.58,"Northern Bering Sea"
"9972",1998-08-26,8.1,"Southeastern Bering Sea"
"9973",1998-08-27,6.6,"Northern Bering Sea"
"9974",1998-08-27,8.06,"Southeastern Bering Sea"
"9975",1998-08-28,6.69,"Northern Bering Sea"
"9976",1998-08-28,8.14,"Southeastern Bering Sea"
"9977",1998-08-29,6.56,"Northern Bering Sea"
"9978",1998-08-29,8.01,"Southeastern Bering Sea"
"9979",1998-08-30,6.61,"Northern Bering Sea"
"9980",1998-08-30,8.09,"Southeastern Bering Sea"
"9981",1998-08-31,6.56,"Northern Bering Sea"
"9982",1998-08-31,8.09,"Southeastern Bering Sea"
"9983",1998-09-01,6.42,"Northern Bering Sea"
"9984",1998-09-01,8.08,"Southeastern Bering Sea"
"9985",1998-09-02,6.36,"Northern Bering Sea"
"9986",1998-09-02,8.05,"Southeastern Bering Sea"
"9987",1998-09-03,6.31,"Northern Bering Sea"
"9988",1998-09-03,8.05,"Southeastern Bering Sea"
"9989",1998-09-04,6.29,"Northern Bering Sea"
"9990",1998-09-04,8.05,"Southeastern Bering Sea"
"9991",1998-09-05,6.39,"Northern Bering Sea"
"9992",1998-09-05,8.09,"Southeastern Bering Sea"
"9993",1998-09-06,6.36,"Northern Bering Sea"
"9994",1998-09-06,7.95,"Southeastern Bering Sea"
"9995",1998-09-07,6.3,"Northern Bering Sea"
"9996",1998-09-07,7.86,"Southeastern Bering Sea"
"9997",1998-09-08,6.33,"Northern Bering Sea"
"9998",1998-09-08,7.81,"Southeastern Bering Sea"
"9999",1998-09-09,6.35,"Northern Bering Sea"
"10000",1998-09-09,7.87,"Southeastern Bering Sea"
"10001",1998-09-10,6.41,"Northern Bering Sea"
"10002",1998-09-10,7.87,"Southeastern Bering Sea"
"10003",1998-09-11,6.41,"Northern Bering Sea"
"10004",1998-09-11,7.87,"Southeastern Bering Sea"
"10005",1998-09-12,6.47,"Northern Bering Sea"
"10006",1998-09-12,7.98,"Southeastern Bering Sea"
"10007",1998-09-13,6.47,"Northern Bering Sea"
"10008",1998-09-13,7.96,"Southeastern Bering Sea"
"10009",1998-09-14,6.31,"Northern Bering Sea"
"10010",1998-09-14,7.96,"Southeastern Bering Sea"
"10011",1998-09-15,6.19,"Northern Bering Sea"
"10012",1998-09-15,7.89,"Southeastern Bering Sea"
"10013",1998-09-16,6.15,"Northern Bering Sea"
"10014",1998-09-16,8.01,"Southeastern Bering Sea"
"10015",1998-09-17,6.02,"Northern Bering Sea"
"10016",1998-09-17,7.88,"Southeastern Bering Sea"
"10017",1998-09-18,5.89,"Northern Bering Sea"
"10018",1998-09-18,7.79,"Southeastern Bering Sea"
"10019",1998-09-19,6.1,"Northern Bering Sea"
"10020",1998-09-19,7.78,"Southeastern Bering Sea"
"10021",1998-09-20,6.06,"Northern Bering Sea"
"10022",1998-09-20,7.78,"Southeastern Bering Sea"
"10023",1998-09-21,6.09,"Northern Bering Sea"
"10024",1998-09-21,7.52,"Southeastern Bering Sea"
"10025",1998-09-22,5.95,"Northern Bering Sea"
"10026",1998-09-22,7.71,"Southeastern Bering Sea"
"10027",1998-09-23,5.54,"Northern Bering Sea"
"10028",1998-09-23,7.59,"Southeastern Bering Sea"
"10029",1998-09-24,5.44,"Northern Bering Sea"
"10030",1998-09-24,7.62,"Southeastern Bering Sea"
"10031",1998-09-25,5.33,"Northern Bering Sea"
"10032",1998-09-25,7.5,"Southeastern Bering Sea"
"10033",1998-09-26,5.08,"Northern Bering Sea"
"10034",1998-09-26,7.38,"Southeastern Bering Sea"
"10035",1998-09-27,5.16,"Northern Bering Sea"
"10036",1998-09-27,7.4,"Southeastern Bering Sea"
"10037",1998-09-28,5.24,"Northern Bering Sea"
"10038",1998-09-28,7.33,"Southeastern Bering Sea"
"10039",1998-09-29,5.22,"Northern Bering Sea"
"10040",1998-09-29,7.27,"Southeastern Bering Sea"
"10041",1998-09-30,5.19,"Northern Bering Sea"
"10042",1998-09-30,7.21,"Southeastern Bering Sea"
"10043",1998-10-01,5.11,"Northern Bering Sea"
"10044",1998-10-01,7.12,"Southeastern Bering Sea"
"10045",1998-10-02,5.1,"Northern Bering Sea"
"10046",1998-10-02,7.1,"Southeastern Bering Sea"
"10047",1998-10-03,4.84,"Northern Bering Sea"
"10048",1998-10-03,6.96,"Southeastern Bering Sea"
"10049",1998-10-04,4.49,"Northern Bering Sea"
"10050",1998-10-04,6.7,"Southeastern Bering Sea"
"10051",1998-10-05,4.39,"Northern Bering Sea"
"10052",1998-10-05,6.63,"Southeastern Bering Sea"
"10053",1998-10-06,3.97,"Northern Bering Sea"
"10054",1998-10-06,6.4,"Southeastern Bering Sea"
"10055",1998-10-07,3.82,"Northern Bering Sea"
"10056",1998-10-07,6.36,"Southeastern Bering Sea"
"10057",1998-10-08,3.72,"Northern Bering Sea"
"10058",1998-10-08,6.29,"Southeastern Bering Sea"
"10059",1998-10-09,3.77,"Northern Bering Sea"
"10060",1998-10-09,6.26,"Southeastern Bering Sea"
"10061",1998-10-10,3.51,"Northern Bering Sea"
"10062",1998-10-10,6.29,"Southeastern Bering Sea"
"10063",1998-10-11,4.3,"Northern Bering Sea"
"10064",1998-10-11,6.64,"Southeastern Bering Sea"
"10065",1998-10-12,4.24,"Northern Bering Sea"
"10066",1998-10-12,6.54,"Southeastern Bering Sea"
"10067",1998-10-13,4.2,"Northern Bering Sea"
"10068",1998-10-13,6.51,"Southeastern Bering Sea"
"10069",1998-10-14,3.92,"Northern Bering Sea"
"10070",1998-10-14,6.36,"Southeastern Bering Sea"
"10071",1998-10-15,3.86,"Northern Bering Sea"
"10072",1998-10-15,6.29,"Southeastern Bering Sea"
"10073",1998-10-16,3.88,"Northern Bering Sea"
"10074",1998-10-16,6.25,"Southeastern Bering Sea"
"10075",1998-10-17,3.84,"Northern Bering Sea"
"10076",1998-10-17,6.29,"Southeastern Bering Sea"
"10077",1998-10-18,3.83,"Northern Bering Sea"
"10078",1998-10-18,6.19,"Southeastern Bering Sea"
"10079",1998-10-19,3.69,"Northern Bering Sea"
"10080",1998-10-19,6,"Southeastern Bering Sea"
"10081",1998-10-20,3.5,"Northern Bering Sea"
"10082",1998-10-20,5.81,"Southeastern Bering Sea"
"10083",1998-10-21,3.29,"Northern Bering Sea"
"10084",1998-10-21,5.77,"Southeastern Bering Sea"
"10085",1998-10-22,3.18,"Northern Bering Sea"
"10086",1998-10-22,5.69,"Southeastern Bering Sea"
"10087",1998-10-23,3.19,"Northern Bering Sea"
"10088",1998-10-23,5.62,"Southeastern Bering Sea"
"10089",1998-10-24,2.88,"Northern Bering Sea"
"10090",1998-10-24,5.55,"Southeastern Bering Sea"
"10091",1998-10-25,2.58,"Northern Bering Sea"
"10092",1998-10-25,5.43,"Southeastern Bering Sea"
"10093",1998-10-26,2.5,"Northern Bering Sea"
"10094",1998-10-26,5.34,"Southeastern Bering Sea"
"10095",1998-10-27,2.41,"Northern Bering Sea"
"10096",1998-10-27,5.26,"Southeastern Bering Sea"
"10097",1998-10-28,2.5,"Northern Bering Sea"
"10098",1998-10-28,5.37,"Southeastern Bering Sea"
"10099",1998-10-29,2.6,"Northern Bering Sea"
"10100",1998-10-29,5.39,"Southeastern Bering Sea"
"10101",1998-10-30,2.6,"Northern Bering Sea"
"10102",1998-10-30,5.39,"Southeastern Bering Sea"
"10103",1998-10-31,2.6,"Northern Bering Sea"
"10104",1998-10-31,5.3,"Southeastern Bering Sea"
"10105",1998-11-01,2.26,"Northern Bering Sea"
"10106",1998-11-01,5.1,"Southeastern Bering Sea"
"10107",1998-11-02,2.27,"Northern Bering Sea"
"10108",1998-11-02,5.13,"Southeastern Bering Sea"
"10109",1998-11-03,2.25,"Northern Bering Sea"
"10110",1998-11-03,5.07,"Southeastern Bering Sea"
"10111",1998-11-04,2.24,"Northern Bering Sea"
"10112",1998-11-04,5.05,"Southeastern Bering Sea"
"10113",1998-11-05,2.04,"Northern Bering Sea"
"10114",1998-11-05,5.06,"Southeastern Bering Sea"
"10115",1998-11-06,1.88,"Northern Bering Sea"
"10116",1998-11-06,5.22,"Southeastern Bering Sea"
"10117",1998-11-07,1.7,"Northern Bering Sea"
"10118",1998-11-07,5.13,"Southeastern Bering Sea"
"10119",1998-11-08,1.71,"Northern Bering Sea"
"10120",1998-11-08,5.17,"Southeastern Bering Sea"
"10121",1998-11-09,1.82,"Northern Bering Sea"
"10122",1998-11-09,5.13,"Southeastern Bering Sea"
"10123",1998-11-10,1.95,"Northern Bering Sea"
"10124",1998-11-10,5.13,"Southeastern Bering Sea"
"10125",1998-11-11,1.95,"Northern Bering Sea"
"10126",1998-11-11,4.97,"Southeastern Bering Sea"
"10127",1998-11-12,2.19,"Northern Bering Sea"
"10128",1998-11-12,5.03,"Southeastern Bering Sea"
"10129",1998-11-13,2.32,"Northern Bering Sea"
"10130",1998-11-13,5.09,"Southeastern Bering Sea"
"10131",1998-11-14,2.37,"Northern Bering Sea"
"10132",1998-11-14,5.08,"Southeastern Bering Sea"
"10133",1998-11-15,2.33,"Northern Bering Sea"
"10134",1998-11-15,5.16,"Southeastern Bering Sea"
"10135",1998-11-16,2.38,"Northern Bering Sea"
"10136",1998-11-16,5.26,"Southeastern Bering Sea"
"10137",1998-11-17,2.2,"Northern Bering Sea"
"10138",1998-11-17,5.2,"Southeastern Bering Sea"
"10139",1998-11-18,1.86,"Northern Bering Sea"
"10140",1998-11-18,4.85,"Southeastern Bering Sea"
"10141",1998-11-19,1.76,"Northern Bering Sea"
"10142",1998-11-19,4.6,"Southeastern Bering Sea"
"10143",1998-11-20,1.65,"Northern Bering Sea"
"10144",1998-11-20,4.3,"Southeastern Bering Sea"
"10145",1998-11-21,1.53,"Northern Bering Sea"
"10146",1998-11-21,4.26,"Southeastern Bering Sea"
"10147",1998-11-22,1.39,"Northern Bering Sea"
"10148",1998-11-22,4.08,"Southeastern Bering Sea"
"10149",1998-11-23,1.09,"Northern Bering Sea"
"10150",1998-11-23,4.3,"Southeastern Bering Sea"
"10151",1998-11-24,0.92,"Northern Bering Sea"
"10152",1998-11-24,4.05,"Southeastern Bering Sea"
"10153",1998-11-25,0.7,"Northern Bering Sea"
"10154",1998-11-25,3.89,"Southeastern Bering Sea"
"10155",1998-11-26,0.42,"Northern Bering Sea"
"10156",1998-11-26,3.78,"Southeastern Bering Sea"
"10157",1998-11-27,0.35,"Northern Bering Sea"
"10158",1998-11-27,3.76,"Southeastern Bering Sea"
"10159",1998-11-28,0.3,"Northern Bering Sea"
"10160",1998-11-28,3.7,"Southeastern Bering Sea"
"10161",1998-11-29,0.1,"Northern Bering Sea"
"10162",1998-11-29,3.44,"Southeastern Bering Sea"
"10163",1998-11-30,0.13,"Northern Bering Sea"
"10164",1998-11-30,3.46,"Southeastern Bering Sea"
"10165",1998-12-01,-0.01,"Northern Bering Sea"
"10166",1998-12-01,3.31,"Southeastern Bering Sea"
"10167",1998-12-02,-0.02,"Northern Bering Sea"
"10168",1998-12-02,3.35,"Southeastern Bering Sea"
"10169",1998-12-03,0.03,"Northern Bering Sea"
"10170",1998-12-03,3.33,"Southeastern Bering Sea"
"10171",1998-12-04,0.11,"Northern Bering Sea"
"10172",1998-12-04,3.31,"Southeastern Bering Sea"
"10173",1998-12-05,0.09,"Northern Bering Sea"
"10174",1998-12-05,3.27,"Southeastern Bering Sea"
"10175",1998-12-06,-0.03,"Northern Bering Sea"
"10176",1998-12-06,3.08,"Southeastern Bering Sea"
"10177",1998-12-07,-0.1,"Northern Bering Sea"
"10178",1998-12-07,2.9,"Southeastern Bering Sea"
"10179",1998-12-08,-0.13,"Northern Bering Sea"
"10180",1998-12-08,2.83,"Southeastern Bering Sea"
"10181",1998-12-09,-0.2,"Northern Bering Sea"
"10182",1998-12-09,2.41,"Southeastern Bering Sea"
"10183",1998-12-10,-0.11,"Northern Bering Sea"
"10184",1998-12-10,2.23,"Southeastern Bering Sea"
"10185",1998-12-11,-0.32,"Northern Bering Sea"
"10186",1998-12-11,2.14,"Southeastern Bering Sea"
"10187",1998-12-12,-0.67,"Northern Bering Sea"
"10188",1998-12-12,2,"Southeastern Bering Sea"
"10189",1998-12-13,-0.83,"Northern Bering Sea"
"10190",1998-12-13,1.87,"Southeastern Bering Sea"
"10191",1998-12-14,-0.93,"Northern Bering Sea"
"10192",1998-12-14,1.69,"Southeastern Bering Sea"
"10193",1998-12-15,-0.97,"Northern Bering Sea"
"10194",1998-12-15,1.67,"Southeastern Bering Sea"
"10195",1998-12-16,-0.91,"Northern Bering Sea"
"10196",1998-12-16,1.61,"Southeastern Bering Sea"
"10197",1998-12-17,-0.92,"Northern Bering Sea"
"10198",1998-12-17,1.61,"Southeastern Bering Sea"
"10199",1998-12-18,-0.89,"Northern Bering Sea"
"10200",1998-12-18,1.96,"Southeastern Bering Sea"
"10201",1998-12-19,-0.78,"Northern Bering Sea"
"10202",1998-12-19,2.12,"Southeastern Bering Sea"
"10203",1998-12-20,-0.79,"Northern Bering Sea"
"10204",1998-12-20,2.17,"Southeastern Bering Sea"
"10205",1998-12-21,-1.01,"Northern Bering Sea"
"10206",1998-12-21,2.1,"Southeastern Bering Sea"
"10207",1998-12-22,-0.92,"Northern Bering Sea"
"10208",1998-12-22,2.2,"Southeastern Bering Sea"
"10209",1998-12-23,-0.94,"Northern Bering Sea"
"10210",1998-12-23,2.15,"Southeastern Bering Sea"
"10211",1998-12-24,-0.93,"Northern Bering Sea"
"10212",1998-12-24,2.13,"Southeastern Bering Sea"
"10213",1998-12-25,-1,"Northern Bering Sea"
"10214",1998-12-25,1.91,"Southeastern Bering Sea"
"10215",1998-12-26,-1,"Northern Bering Sea"
"10216",1998-12-26,1.93,"Southeastern Bering Sea"
"10217",1998-12-27,-1.01,"Northern Bering Sea"
"10218",1998-12-27,1.9,"Southeastern Bering Sea"
"10219",1998-12-28,-1.01,"Northern Bering Sea"
"10220",1998-12-28,1.9,"Southeastern Bering Sea"
"10221",1998-12-29,-1.19,"Northern Bering Sea"
"10222",1998-12-29,1.62,"Southeastern Bering Sea"
"10223",1998-12-30,-1.24,"Northern Bering Sea"
"10224",1998-12-30,1.46,"Southeastern Bering Sea"
"10225",1998-12-31,-1.23,"Northern Bering Sea"
"10226",1998-12-31,1.45,"Southeastern Bering Sea"
"10227",1999-01-01,-1.3,"Northern Bering Sea"
"10228",1999-01-01,1.31,"Southeastern Bering Sea"
"10229",1999-01-02,-1.3,"Northern Bering Sea"
"10230",1999-01-02,1.26,"Southeastern Bering Sea"
"10231",1999-01-03,-1.31,"Northern Bering Sea"
"10232",1999-01-03,1.19,"Southeastern Bering Sea"
"10233",1999-01-04,-1.13,"Northern Bering Sea"
"10234",1999-01-04,1.18,"Southeastern Bering Sea"
"10235",1999-01-05,-1.17,"Northern Bering Sea"
"10236",1999-01-05,1.17,"Southeastern Bering Sea"
"10237",1999-01-06,-1.18,"Northern Bering Sea"
"10238",1999-01-06,1.28,"Southeastern Bering Sea"
"10239",1999-01-07,-1.25,"Northern Bering Sea"
"10240",1999-01-07,1.33,"Southeastern Bering Sea"
"10241",1999-01-08,-1.27,"Northern Bering Sea"
"10242",1999-01-08,1.34,"Southeastern Bering Sea"
"10243",1999-01-09,-1.31,"Northern Bering Sea"
"10244",1999-01-09,1.27,"Southeastern Bering Sea"
"10245",1999-01-10,-1.39,"Northern Bering Sea"
"10246",1999-01-10,1.24,"Southeastern Bering Sea"
"10247",1999-01-11,-1.45,"Northern Bering Sea"
"10248",1999-01-11,1.2,"Southeastern Bering Sea"
"10249",1999-01-12,-1.46,"Northern Bering Sea"
"10250",1999-01-12,1.2,"Southeastern Bering Sea"
"10251",1999-01-13,-1.46,"Northern Bering Sea"
"10252",1999-01-13,1.24,"Southeastern Bering Sea"
"10253",1999-01-14,-1.47,"Northern Bering Sea"
"10254",1999-01-14,1.12,"Southeastern Bering Sea"
"10255",1999-01-15,-1.48,"Northern Bering Sea"
"10256",1999-01-15,1.07,"Southeastern Bering Sea"
"10257",1999-01-16,-1.62,"Northern Bering Sea"
"10258",1999-01-16,0.88,"Southeastern Bering Sea"
"10259",1999-01-17,-1.68,"Northern Bering Sea"
"10260",1999-01-17,0.75,"Southeastern Bering Sea"
"10261",1999-01-18,-1.68,"Northern Bering Sea"
"10262",1999-01-18,0.78,"Southeastern Bering Sea"
"10263",1999-01-19,-1.7,"Northern Bering Sea"
"10264",1999-01-19,0.68,"Southeastern Bering Sea"
"10265",1999-01-20,-1.66,"Northern Bering Sea"
"10266",1999-01-20,0.68,"Southeastern Bering Sea"
"10267",1999-01-21,-1.65,"Northern Bering Sea"
"10268",1999-01-21,0.7,"Southeastern Bering Sea"
"10269",1999-01-22,-1.62,"Northern Bering Sea"
"10270",1999-01-22,0.67,"Southeastern Bering Sea"
"10271",1999-01-23,-1.6,"Northern Bering Sea"
"10272",1999-01-23,1.01,"Southeastern Bering Sea"
"10273",1999-01-24,-1.58,"Northern Bering Sea"
"10274",1999-01-24,1.07,"Southeastern Bering Sea"
"10275",1999-01-25,-1.58,"Northern Bering Sea"
"10276",1999-01-25,1.12,"Southeastern Bering Sea"
"10277",1999-01-26,-1.5,"Northern Bering Sea"
"10278",1999-01-26,1.57,"Southeastern Bering Sea"
"10279",1999-01-27,-1.48,"Northern Bering Sea"
"10280",1999-01-27,1.67,"Southeastern Bering Sea"
"10281",1999-01-28,-1.53,"Northern Bering Sea"
"10282",1999-01-28,1.46,"Southeastern Bering Sea"
"10283",1999-01-29,-1.5,"Northern Bering Sea"
"10284",1999-01-29,1.51,"Southeastern Bering Sea"
"10285",1999-01-30,-1.52,"Northern Bering Sea"
"10286",1999-01-30,1.44,"Southeastern Bering Sea"
"10287",1999-01-31,-1.54,"Northern Bering Sea"
"10288",1999-01-31,1.18,"Southeastern Bering Sea"
"10289",1999-02-01,-1.55,"Northern Bering Sea"
"10290",1999-02-01,1.02,"Southeastern Bering Sea"
"10291",1999-02-02,-1.57,"Northern Bering Sea"
"10292",1999-02-02,0.89,"Southeastern Bering Sea"
"10293",1999-02-03,-1.58,"Northern Bering Sea"
"10294",1999-02-03,0.78,"Southeastern Bering Sea"
"10295",1999-02-04,-1.6,"Northern Bering Sea"
"10296",1999-02-04,0.61,"Southeastern Bering Sea"
"10297",1999-02-05,-1.77,"Northern Bering Sea"
"10298",1999-02-05,0.23,"Southeastern Bering Sea"
"10299",1999-02-06,-1.82,"Northern Bering Sea"
"10300",1999-02-06,-0.05,"Southeastern Bering Sea"
"10301",1999-02-07,-1.81,"Northern Bering Sea"
"10302",1999-02-07,-0.11,"Southeastern Bering Sea"
"10303",1999-02-08,-1.8,"Northern Bering Sea"
"10304",1999-02-08,-0.18,"Southeastern Bering Sea"
"10305",1999-02-09,-1.77,"Northern Bering Sea"
"10306",1999-02-09,-0.24,"Southeastern Bering Sea"
"10307",1999-02-10,-1.75,"Northern Bering Sea"
"10308",1999-02-10,-0.21,"Southeastern Bering Sea"
"10309",1999-02-11,-1.72,"Northern Bering Sea"
"10310",1999-02-11,-0.17,"Southeastern Bering Sea"
"10311",1999-02-12,-1.7,"Northern Bering Sea"
"10312",1999-02-12,-0.12,"Southeastern Bering Sea"
"10313",1999-02-13,-1.69,"Northern Bering Sea"
"10314",1999-02-13,-0.14,"Southeastern Bering Sea"
"10315",1999-02-14,-1.66,"Northern Bering Sea"
"10316",1999-02-14,-0.05,"Southeastern Bering Sea"
"10317",1999-02-15,-1.67,"Northern Bering Sea"
"10318",1999-02-15,-0.16,"Southeastern Bering Sea"
"10319",1999-02-16,-1.68,"Northern Bering Sea"
"10320",1999-02-16,-0.18,"Southeastern Bering Sea"
"10321",1999-02-17,-1.7,"Northern Bering Sea"
"10322",1999-02-17,-0.29,"Southeastern Bering Sea"
"10323",1999-02-18,-1.71,"Northern Bering Sea"
"10324",1999-02-18,-0.36,"Southeastern Bering Sea"
"10325",1999-02-19,-1.71,"Northern Bering Sea"
"10326",1999-02-19,-0.38,"Southeastern Bering Sea"
"10327",1999-02-20,-1.72,"Northern Bering Sea"
"10328",1999-02-20,-0.39,"Southeastern Bering Sea"
"10329",1999-02-21,-1.69,"Northern Bering Sea"
"10330",1999-02-21,-0.22,"Southeastern Bering Sea"
"10331",1999-02-22,-1.78,"Northern Bering Sea"
"10332",1999-02-22,-0.24,"Southeastern Bering Sea"
"10333",1999-02-23,-1.76,"Northern Bering Sea"
"10334",1999-02-23,-0.21,"Southeastern Bering Sea"
"10335",1999-02-24,-1.72,"Northern Bering Sea"
"10336",1999-02-24,-0.14,"Southeastern Bering Sea"
"10337",1999-02-25,-1.74,"Northern Bering Sea"
"10338",1999-02-25,-0.14,"Southeastern Bering Sea"
"10339",1999-02-26,-1.75,"Northern Bering Sea"
"10340",1999-02-26,-0.26,"Southeastern Bering Sea"
"10341",1999-02-27,-1.61,"Northern Bering Sea"
"10342",1999-02-27,0.36,"Southeastern Bering Sea"
"10343",1999-02-28,-1.69,"Northern Bering Sea"
"10344",1999-02-28,-0.23,"Southeastern Bering Sea"
"10345",1999-03-01,-1.71,"Northern Bering Sea"
"10346",1999-03-01,-0.39,"Southeastern Bering Sea"
"10347",1999-03-02,-1.73,"Northern Bering Sea"
"10348",1999-03-02,-0.46,"Southeastern Bering Sea"
"10349",1999-03-03,-1.73,"Northern Bering Sea"
"10350",1999-03-03,-0.47,"Southeastern Bering Sea"
"10351",1999-03-04,-1.72,"Northern Bering Sea"
"10352",1999-03-04,-0.5,"Southeastern Bering Sea"
"10353",1999-03-05,-1.7,"Northern Bering Sea"
"10354",1999-03-05,-0.48,"Southeastern Bering Sea"
"10355",1999-03-06,-1.55,"Northern Bering Sea"
"10356",1999-03-06,-0.35,"Southeastern Bering Sea"
"10357",1999-03-07,-1.56,"Northern Bering Sea"
"10358",1999-03-07,-0.33,"Southeastern Bering Sea"
"10359",1999-03-08,-1.57,"Northern Bering Sea"
"10360",1999-03-08,-0.34,"Southeastern Bering Sea"
"10361",1999-03-09,-1.59,"Northern Bering Sea"
"10362",1999-03-09,-0.47,"Southeastern Bering Sea"
"10363",1999-03-10,-1.61,"Northern Bering Sea"
"10364",1999-03-10,-0.52,"Southeastern Bering Sea"
"10365",1999-03-11,-1.73,"Northern Bering Sea"
"10366",1999-03-11,-0.62,"Southeastern Bering Sea"
"10367",1999-03-12,-1.72,"Northern Bering Sea"
"10368",1999-03-12,-0.64,"Southeastern Bering Sea"
"10369",1999-03-13,-1.7,"Northern Bering Sea"
"10370",1999-03-13,-0.63,"Southeastern Bering Sea"
"10371",1999-03-14,-1.69,"Northern Bering Sea"
"10372",1999-03-14,-0.59,"Southeastern Bering Sea"
"10373",1999-03-15,-1.7,"Northern Bering Sea"
"10374",1999-03-15,-0.6,"Southeastern Bering Sea"
"10375",1999-03-16,-1.7,"Northern Bering Sea"
"10376",1999-03-16,-0.61,"Southeastern Bering Sea"
"10377",1999-03-17,-1.7,"Northern Bering Sea"
"10378",1999-03-17,-0.63,"Southeastern Bering Sea"
"10379",1999-03-18,-1.7,"Northern Bering Sea"
"10380",1999-03-18,-0.63,"Southeastern Bering Sea"
"10381",1999-03-19,-1.7,"Northern Bering Sea"
"10382",1999-03-19,-0.6,"Southeastern Bering Sea"
"10383",1999-03-20,-1.7,"Northern Bering Sea"
"10384",1999-03-20,-0.59,"Southeastern Bering Sea"
"10385",1999-03-21,-1.79,"Northern Bering Sea"
"10386",1999-03-21,-0.52,"Southeastern Bering Sea"
"10387",1999-03-22,-1.79,"Northern Bering Sea"
"10388",1999-03-22,-0.44,"Southeastern Bering Sea"
"10389",1999-03-23,-1.8,"Northern Bering Sea"
"10390",1999-03-23,-0.45,"Southeastern Bering Sea"
"10391",1999-03-24,-1.79,"Northern Bering Sea"
"10392",1999-03-24,-0.53,"Southeastern Bering Sea"
"10393",1999-03-25,-1.77,"Northern Bering Sea"
"10394",1999-03-25,-0.53,"Southeastern Bering Sea"
"10395",1999-03-26,-1.76,"Northern Bering Sea"
"10396",1999-03-26,-0.51,"Southeastern Bering Sea"
"10397",1999-03-27,-1.83,"Northern Bering Sea"
"10398",1999-03-27,-0.56,"Southeastern Bering Sea"
"10399",1999-03-28,-1.83,"Northern Bering Sea"
"10400",1999-03-28,-0.56,"Southeastern Bering Sea"
"10401",1999-03-29,-1.84,"Northern Bering Sea"
"10402",1999-03-29,-0.61,"Southeastern Bering Sea"
"10403",1999-03-30,-1.83,"Northern Bering Sea"
"10404",1999-03-30,-0.66,"Southeastern Bering Sea"
"10405",1999-03-31,-1.82,"Northern Bering Sea"
"10406",1999-03-31,-0.59,"Southeastern Bering Sea"
"10407",1999-04-01,-1.82,"Northern Bering Sea"
"10408",1999-04-01,-0.76,"Southeastern Bering Sea"
"10409",1999-04-02,-1.84,"Northern Bering Sea"
"10410",1999-04-02,-0.85,"Southeastern Bering Sea"
"10411",1999-04-03,-1.82,"Northern Bering Sea"
"10412",1999-04-03,-0.77,"Southeastern Bering Sea"
"10413",1999-04-04,-1.82,"Northern Bering Sea"
"10414",1999-04-04,-0.72,"Southeastern Bering Sea"
"10415",1999-04-05,-1.82,"Northern Bering Sea"
"10416",1999-04-05,-0.66,"Southeastern Bering Sea"
"10417",1999-04-06,-1.82,"Northern Bering Sea"
"10418",1999-04-06,-0.7,"Southeastern Bering Sea"
"10419",1999-04-07,-1.81,"Northern Bering Sea"
"10420",1999-04-07,-0.69,"Southeastern Bering Sea"
"10421",1999-04-08,-1.82,"Northern Bering Sea"
"10422",1999-04-08,-0.79,"Southeastern Bering Sea"
"10423",1999-04-09,-1.81,"Northern Bering Sea"
"10424",1999-04-09,-0.83,"Southeastern Bering Sea"
"10425",1999-04-10,-1.81,"Northern Bering Sea"
"10426",1999-04-10,-0.76,"Southeastern Bering Sea"
"10427",1999-04-11,-1.82,"Northern Bering Sea"
"10428",1999-04-11,-0.74,"Southeastern Bering Sea"
"10429",1999-04-12,-1.83,"Northern Bering Sea"
"10430",1999-04-12,-0.73,"Southeastern Bering Sea"
"10431",1999-04-13,-1.84,"Northern Bering Sea"
"10432",1999-04-13,-0.9,"Southeastern Bering Sea"
"10433",1999-04-14,-1.83,"Northern Bering Sea"
"10434",1999-04-14,-0.93,"Southeastern Bering Sea"
"10435",1999-04-15,-1.81,"Northern Bering Sea"
"10436",1999-04-15,-0.82,"Southeastern Bering Sea"
"10437",1999-04-16,-1.8,"Northern Bering Sea"
"10438",1999-04-16,-0.76,"Southeastern Bering Sea"
"10439",1999-04-17,-1.8,"Northern Bering Sea"
"10440",1999-04-17,-0.74,"Southeastern Bering Sea"
"10441",1999-04-18,-1.8,"Northern Bering Sea"
"10442",1999-04-18,-0.76,"Southeastern Bering Sea"
"10443",1999-04-19,-1.82,"Northern Bering Sea"
"10444",1999-04-19,-0.76,"Southeastern Bering Sea"
"10445",1999-04-20,-1.81,"Northern Bering Sea"
"10446",1999-04-20,-0.69,"Southeastern Bering Sea"
"10447",1999-04-21,-1.82,"Northern Bering Sea"
"10448",1999-04-21,-0.57,"Southeastern Bering Sea"
